,lon,lat,year,month,"('prec',)","('temp',)"
16900,-40.25,-8.5,1995,5,-0.0662209633280899,0.604882854136648
19338,-40.0,-8.5,1994,7,-0.8282024449805747,0.3984691858371017
1009,-46.25,-23.5,1997,2,0.3800444149124388,-0.11623553149861654
19045,-40.25,-7.25,2004,2,2.5851384847994505,0.09347048738105838
2458,-46.0,-23.25,1981,11,1.0792105861489776,-0.537046463458082
14835,-40.5,-8.5,1993,4,-0.8002276003744522,1.1951921284892701
9770,-45.0,-23.25,2013,3,0.8250801296537973,-0.47213606314202855
27060,-39.25,-7.75,1992,1,0.6823366917917866,0.6885408701733637
26076,-39.25,-8.5,2012,1,-0.7270626221738236,1.469791241949092
2957,-46.0,-23.0,1989,6,-0.33121344739927416,-2.014944916724635
19366,-40.0,-8.5,1996,11,0.4868201954237201,1.1580974982441168
5661,-45.5,-23.5,2010,10,-0.05207983308763232,-0.8943281030288236
65,-46.5,-23.5,1986,6,-0.6295093179063187,-1.6967375016217754
18294,-40.25,-7.75,2009,7,-0.6576891064289697,-0.2896804274201578
817,-46.25,-23.5,1981,2,0.21516703406536397,-0.020158135149402154
7053,-45.5,-22.5,1990,10,0.34971271526623976,-0.9528574985768836
19142,-40.25,-7.25,2012,3,0.196414665703018,0.4712797538989129
296,-46.5,-23.5,2005,9,0.32440214157498587,-1.1638650741003542
11397,-44.75,-23.0,2012,10,-0.23755407754580837,-0.22561024909353525
26506,-39.25,-8.25,2013,11,-0.7749170266831983,1.439694126105022
2515,-46.0,-23.25,1986,8,0.21557692189842076,-1.4547275556031325
13812,-40.75,-7.75,2010,1,0.08748697406818864,0.536598559330566
25445,-39.5,-7.25,1993,6,-0.897268544850636,0.7013497032257424
5282,-45.75,-22.75,2013,3,0.9642370489765614,-0.6690289497657484
12569,-40.75,-8.5,2008,6,-0.8998303438072406,0.3220974292195055
15192,-40.5,-8.25,1989,1,-0.3272170410269709,0.8439949447490575
17107,-40.25,-8.5,2012,8,-0.8606860557503216,0.4542672095929293
21336,-39.75,-8.5,1991,1,0.16628790997334741,1.14842584079312
9551,-45.0,-23.25,1994,12,1.6912755928609593,-0.22077181906156104
27091,-39.25,-7.75,1994,8,-0.9188901280443792,0.11292377475654404
27075,-39.25,-7.75,1993,4,-0.2957581498398659,0.44507419253217806
10775,-45.0,-22.5,1994,12,2.187957174567467,-0.38824392952311637
2814,-46.0,-23.25,2011,7,-0.8649898779974174,-1.6995365073822273
9592,-45.0,-23.25,1998,5,0.21209287531743842,-1.4981953866968276
12135,-44.75,-22.5,2006,4,-0.468525871473283,-1.0396787032796642
6555,-45.5,-22.75,1983,4,0.5859105790651878,-1.0581453779017151
21149,-40.0,-7.25,2009,6,-0.7846518627182958,-0.186986050644741
7991,-45.25,-23.25,2000,12,2.1418447933485836,-0.40190078848432775
4258,-45.75,-23.25,1995,11,0.5250422358562616,-0.7497761038638777
27969,-39.25,-7.25,1999,10,-0.7652846626063647,1.3973708698576
10747,-45.0,-22.5,1992,8,-0.6240783041183169,-1.8855819460310421
5335,-45.5,-23.5,1983,8,-0.45407732535803286,-1.5016291112356492
2372,-46.0,-23.5,2008,9,-0.0785175983197922,-1.2950671684673827
17900,-40.25,-8.0,2010,9,-0.905056413678714,0.8206976440144581
15736,-40.5,-8.0,2000,5,-0.7606734244844765,0.7902259400388981
10099,-45.0,-23.0,2006,8,-0.5747892921932435,-1.174020574554549
5220,-45.75,-22.75,2008,1,1.5671820514030301,-0.6439783684711662
25120,-39.5,-7.5,2000,5,-0.7326985798783537,0.0820202539071526
4442,-45.75,-23.25,2011,3,1.0283844948499419,-0.5479901597723421
