,0
0,91.34086571304942
1,225.51935091283423
2,176.02569019689022
3,163.76956264629408
4,71.30680002269024
5,196.2379766728496
6,174.85842220995178
7,32.778864460092414
8,75.36444841899878
9,128.8057911058779
10,131.35876018904054
11,43.63448034883838
12,106.6328025879684
13,91.22333882492671
14,122.1352477963284
15,106.04025931666965
16,73.5567728885366
17,48.217761346702254
18,100.89603272255624
19,47.8938338462296
20,103.95589654118551
21,92.1419840861702
22,71.81328334126458
23,86.46475676701212
24,100.86220870787415
25,163.11995803048603
26,172.51538237893675
27,76.44433200155429
28,108.52926631870315
29,83.55131821260755
30,45.97070141761932
31,126.88109192712331
32,83.4708824177911
33,150.27547575303748
34,92.46725967367978
35,167.20532369423563
36,97.5962050272507
37,113.59063794321662
38,51.381974397505005
39,53.2814987370382
40,145.1781914924686
41,44.033154449508665
42,96.74493089660876
43,91.76717616289937
44,116.86010541101551
45,188.24186076982016
46,141.78890041876386
47,179.3519869681608
48,87.23049692706914
49,109.24123299131543
50,42.070162819922366
51,83.14428707364453
52,84.6729871779051
53,138.93726722413342
54,141.08741387494254
55,96.37574147989251
56,46.89356668504828
57,195.79565411674773
58,120.33765338030537
59,115.47320950860578
60,99.02369921849578
61,97.24995284648395
62,83.64471140532234
63,90.11390420171536
64,160.06066442780565
65,90.43446854411147
66,129.5238544674179
67,196.47539262659177
68,39.410010736176204
69,161.99779966016933
70,70.96945361778293
71,41.477208964564724
72,73.8553476880414
73,101.63901225120355
74,76.24535368566629
75,109.03868071134129
76,57.633727273436584
77,95.65370244056645
78,190.52053205433253
79,52.07164779463862
80,115.58142726842412
81,115.58429870168996
82,86.71078390118811
83,93.62463041282918
84,138.45862676281732
85,99.51875960080925
86,163.28211237978206
87,106.42961855439869
88,93.97394923593173
89,107.3148339656723
90,101.45422357679894
91,44.31357511981427
92,50.282765429015576
93,66.6844823901309
94,68.72641593827046
95,72.36674795957735
96,100.02907494731335
97,80.86561199563435
98,186.6611769629107
99,45.30088515080501
100,47.653725183445864
101,56.10304281381634
102,128.51001394827392
103,129.46056809537998
104,57.579097966226904
105,91.88408353417884
106,92.20120059103346
107,87.98682507623965
108,127.47000063695246
109,74.04757978703807
110,97.8576042781927
111,192.30125801727814
112,104.36386729154249
113,81.0964965043816
114,158.58210131989122
115,49.77749421890869
116,50.09015558304371
117,103.17992400660438
118,117.69974501993465
119,32.813316009521095
120,53.168066127784954
121,125.83461424462976
122,70.38334364362882
123,238.0849391047264
124,76.35561963599244
125,86.39715187138826
126,202.3477977505048
127,103.53323846144207
128,123.04167376105369
129,155.37567132979223
130,67.23935233483427
131,104.4254801918098
132,45.28809057477925
133,51.9524754895807
134,79.84210162718982
135,95.46470124471391
136,103.0477304275611
