,0
0,104.43228132911837
1,186.64976425282578
2,164.6139104964251
3,158.54548044755313
4,78.04423761558984
5,179.38886332105642
6,163.01312254222933
7,3.4529230107001387
8,80.95402499088696
9,137.87927083653915
10,131.06399534757668
11,19.2345177757935
12,102.09485571305241
13,99.44752740789419
14,135.36329077682615
15,103.46268515497478
16,86.33374035567168
17,37.82689293032319
18,108.16720138964511
19,32.89702336970469
20,112.83801808776853
21,87.92904229801216
22,75.73091724058223
23,95.33339334832372
24,116.00317745162111
25,157.0501577065271
26,162.84388087305263
27,84.48524007014667
28,113.15762552168063
29,98.20632407409822
30,34.20415396746022
31,131.76972198288433
32,87.13273403762933
33,134.91862848910034
34,98.91313537715551
35,144.76874008237803
36,104.08471490735074
37,125.04178991181026
38,39.517942652653
39,47.38198218034096
40,146.4184612049595
41,28.858512655610063
42,116.649424751242
43,96.51769090420213
44,124.59105921955425
45,174.67068342058894
46,148.09655844150086
47,167.43499496635752
48,96.45567423578551
49,116.69994145121028
50,8.314728186127574
51,86.48220611365478
52,95.99248411122618
53,142.14998247707638
54,138.53470163269787
55,101.6921465218985
56,42.308264947994864
57,171.97385170595237
58,132.1623927584452
59,123.86608300913768
60,115.02469311009564
61,105.21904449715758
62,100.41105171790797
63,103.99018081167661
64,148.1278517483844
65,92.7963863723745
66,122.05652304170881
67,158.17720592710168
68,15.227737371349683
69,165.8402518926979
70,82.60185367043606
71,30.215414883504415
72,80.74463597297573
73,108.46962447438464
74,78.23339600654172
75,112.86989048497718
76,67.37892341992948
77,115.04221296853312
78,176.38648654943256
79,49.41183425545034
80,111.99151768294915
81,125.94387045139239
82,81.95063939989005
83,109.06321677438528
84,125.65933395760304
85,120.51007192178996
86,143.84543550635783
87,125.63568652449167
88,101.85933116314946
89,112.49384021897286
90,117.79731443786305
91,32.670201462374386
92,42.74702130489651
93,60.3341754134218
94,61.75598206117058
95,82.68081175978124
96,118.41299554159751
97,92.40499211248253
98,169.69486639253694
99,24.80847275938151
100,45.3423732786033
101,59.99795565143915
102,139.5703552375918
103,129.68073786399157
104,62.04793127358527
105,81.07595441665772
106,94.59701876337577
107,88.9845755528987
