,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
1,"(5,)","[0.9399318  0.93903297 0.93797897 0.93854734 0.9379276  0.93527146
 0.9415355  0.93636656 0.93773982 0.93756443]",0.9381896440014712,"(('temp',),)",0.0012342158214554931,0.0016617669321196968,0.0005539223107065656
2,"(4, 5)","[0.95209458 0.94883723 0.94979146 0.9502451  0.94948544 0.94486154
 0.95177263 0.94848101 0.95088805 0.9485947 ]",0.9495051727021331,"(('prec',), ('temp',))",0.0014530601375861265,0.0019564222440240342,0.0006521407480080113
3,"(3, 4, 5)","[0.95777756 0.95299766 0.95453615 0.95621536 0.95483242 0.95075477
 0.95626299 0.9541841  0.95604622 0.95304157]",0.9546648793934981,"('month', ('prec',), ('temp',))",0.0014389159504107209,0.0019373782955336618,0.0006457927651778873
4,"(0, 3, 4, 5)","[0.96196541 0.95692248 0.95966828 0.96000465 0.95838846 0.95421138
 0.9595839  0.957646   0.96026599 0.95817858]",0.9586835137962357,"('lon', 'month', ('prec',), ('temp',))",0.0015097467929000303,0.00203274601791799,0.0006775820059726634
5,"(0, 1, 3, 4, 5)","[0.96240446 0.95695545 0.9604199  0.96022406 0.95855008 0.95467896
 0.95994891 0.95845431 0.96071912 0.95855262]",0.9590907868593606,"('lon', 'lat', 'month', ('prec',), ('temp',))",0.001529882973119675,0.0020598576768730242,0.0006866192256243413
6,"(0, 1, 2, 3, 4, 5)","[0.96245347 0.95725859 0.96097521 0.96038542 0.95946852 0.95510926
 0.96024985 0.95891143 0.96142555 0.95899999]",0.9595237295673759,"('lon', 'lat', 'year', 'month', ('prec',), ('temp',))",0.00150108002706855,0.002021076952737644,0.0006736923175792146
