,Yobs,Yest_rf,Yest_sw,Yest_ann
6002,92.4362952522312,90.15719558141025,87.30900405418006,85.98209645386089
9872,63.6306174761558,62.88687971348992,62.78938697798155,61.43091441639092
282,40.6166601642031,45.149121243565716,45.207809885446494,46.45052263024047
8358,38.8885188477111,38.27903191084235,37.299514968353876,37.20903174547823
10834,87.2312063766861,88.17161119992953,90.5868488977252,89.83178421282093
6370,66.7292005364907,62.451696393358134,65.83732055936017,66.71221322484746
8919,57.770950567379,64.30703833868002,70.14931898954848,71.08205457603356
5926,64.2371934208963,64.31779018727903,65.11847089049311,66.07709854137568
11275,47.0363677671726,51.02715065267195,52.97940769641477,52.376848144148994
10884,55.8845578357508,56.714364263239986,64.78004873278515,64.45187441311703
11779,70.3565319201755,71.83627768245472,68.48516806114198,68.20295327255974
7885,60.7354407655127,58.449178858518124,61.81399017807726,61.43289042562776
8059,87.5814324106846,88.13109686055876,91.6473604248964,92.1758841212278
3331,46.1134443502279,49.9522019316244,52.55145214350713,53.84491071904279
2560,69.3854941357097,67.93382450126465,62.327677720189946,63.8311587265913
9118,57.8341096168526,58.13669485544809,63.186520015089236,62.686872916131165
7101,51.0260931566823,54.29753532485153,59.58990833016554,59.927892763919886
7265,40.4575318264509,38.32729717633995,34.53297763322173,33.36853805845942
4747,97.9036442530532,96.29307411147158,107.091984853764,106.50219799221179
8139,84.421123550706,78.85880616272436,81.13511690808812,79.48762866370873
8320,60.3140061247587,59.567259462825,59.569026131929945,59.09551274127182
12269,75.0627156140471,78.27233291810269,80.58132194727865,80.39234545981492
10736,116.935686425549,118.34494821502835,110.16014582589084,108.68025602879118
10864,82.3547424982046,86.96930878826501,85.1724690023557,84.67642985106079
12037,82.7647304847281,80.74182106510783,82.52380027780195,80.96876231611088
533,90.4069885178898,87.1504337855316,87.28053500598428,87.16385104800895
6770,49.3285827422236,55.455225443633545,60.26209622297392,61.32866063533504
428,82.7937430792912,83.10280809470538,81.99205299780205,81.2410827498253
8982,78.7080977706847,85.55136092249928,87.85283800167996,86.49672937049729
10941,122.345236955308,118.24554458757923,112.35549256067827,112.10237400808967
7943,43.0625309691467,43.496819780653546,42.2024219809153,42.26431657998785
5031,86.7212354262736,87.2294140895562,87.3954444417854,88.34145322267352
9926,88.2075137735484,86.49666654107637,85.47655293229509,84.31912364575703
8208,96.2613960669109,94.33802499165536,93.1784278763866,91.98507138011394
10799,61.8084309552359,59.507912134107286,64.96882816071592,64.14136793417867
1956,59.63357099618,57.58445636710773,58.6233177010878,59.31494989898886
11434,65.9193368404766,73.88319392898053,74.06416553026544,74.32306578339478
