,0
11357,31.80532256246432
4772,88.4252473376116
7590,75.11972613900495
4488,97.6347326729459
617,30.728349538594447
9633,71.78316957669783
8060,62.802095308977385
7266,28.61660333444687
8211,83.26427895900946
5969,59.375225081027935
3627,73.57316109073378
313,100.0254207267538
8040,94.32398193025492
3920,70.3750334252309
2482,82.66766012082111
11959,40.00908913317027
7435,67.50875344985971
2545,94.03588796554303
1145,45.3469948230002
2430,38.57394795289939
10553,26.789747777794474
9877,94.80314369212927
8365,109.11619950867615
2649,84.51023101240455
8794,71.75517682866699
11167,42.135186507629015
6882,38.82003124237968
3867,76.31420179141074
4614,34.40365371083745
8429,56.57318265385136
7898,91.62636355719266
7422,78.2242003280212
11869,102.24561088635393
5197,97.52763918220691
2741,48.29118992718291
7076,55.428525688236526
1197,99.25641446794917
7555,84.77801645501445
9576,91.35462099744974
7291,40.93488893973011
3338,85.72047252895841
246,48.706111224943776
544,62.95386155973328
2911,57.1602845948782
2973,85.29059307577526
1946,96.37673011073997
9734,93.04741012816453
3628,44.11241450856867
72,106.92068456029935
4519,45.797186537381975
5902,75.70035555225961
12077,46.430993848051436
4761,84.52457240055934
5309,48.22063438066772
116,49.65674889518375
2167,48.160060509708934
3931,77.95727287746415
11304,95.66767164133469
1358,86.79045420863321
9557,40.95640129695666
5592,101.93172997366668
50,98.71923066039663
7691,114.71925584680628
8048,65.8270936711075
6382,96.22297325157918
11542,98.35274571429433
1221,90.77428750288178
8974,91.84839238032696
4952,58.71976603776798
8845,87.04561623067428
9050,84.44813060297608
438,46.60571552270911
11564,54.63190251236273
4316,63.30896036389318
12169,96.96413705511056
8259,79.45713831739167
9826,87.02102309296124
7449,67.67070963900314
5022,26.687834048084863
5642,97.56893778875208
11648,62.53705476551569
142,79.39844355577404
959,83.71052424722376
665,54.595617291279886
4530,55.032349021566844
7895,78.73232686225283
4233,82.81583138835427
11170,95.45058071464165
5567,104.87525192194386
6174,27.842955206649982
7511,114.57837764311468
10516,41.38486167418661
10499,82.33919167503056
4611,71.42395961331549
10278,43.35587009232374
10146,49.841990593242805
8584,41.753186434346745
6158,90.86592851646468
9874,82.5323157419839
1646,86.06255068231314
11550,28.510831263315197
507,75.85993708440897
4253,38.190111503895466
7814,93.05629382470042
3035,92.11479228861212
2124,112.3565589819856
