,0
0,33.42722720103666
1,88.7125927781367
2,75.49823749230609
3,95.37166461571906
4,32.47888476794333
5,71.97129881222645
6,64.07355021207832
7,30.167884796350563
8,80.8435980725526
9,60.018729779089654
10,75.72955145885294
11,102.32580976871827
12,95.11552541947731
13,71.35846208501493
14,80.82106237219887
15,37.896342057927086
16,65.69577692741109
17,93.64401475811678
18,48.556560536618235
19,42.45639090657096
20,28.50135356801843
21,93.67259314496187
22,108.75895629179468
23,84.72794445394834
24,71.34843921722154
25,40.79874807545707
26,40.878179758788065
27,76.54366566573458
28,33.99384489705517
29,56.939287710867575
30,90.92089053293216
31,76.15265284234556
32,97.58415242205047
33,98.85089808100452
34,50.203806518613646
35,54.460110923021375
36,101.83927947766597
37,84.29416513510319
38,91.2071982964801
39,42.492528529102174
40,83.9763219742797
41,50.91363513861165
42,63.332454207298724
43,55.545991999706985
44,84.13963589999662
45,98.08840662277771
46,94.44355840329627
47,46.584738897735406
48,107.03471527037868
49,43.82603393401723
50,75.78215594535959
51,45.717247860802445
52,85.37386708689746
53,46.305803884907846
54,50.37365010122858
55,48.22898826068217
56,78.8186538590171
57,95.66831496295185
58,86.82774695974422
59,40.60858201259384
60,103.27260194241103
61,97.80259187296156
62,116.44601999168026
63,66.82808374765159
64,96.51759745877825
65,95.41429389647419
66,93.56858693265758
67,93.3446010316768
68,56.832969396179124
69,88.04862247509641
70,81.66876147221342
71,45.80151865175776
72,53.24856271928252
73,64.18125061306273
74,97.40964842751191
75,77.55666035609443
76,83.89538534174471
77,66.33282948989427
78,26.194320296627666
79,99.31650859165211
80,61.61403842036134
81,80.30104626254001
82,83.93329229219694
83,56.36721563258061
84,52.97866842346798
85,77.71650827979602
86,82.20967735583326
87,93.14719627422119
88,105.61987033836476
89,26.309191549637944
90,113.42779993321142
91,42.531263168436
92,82.70724698665254
93,70.60778628667981
94,41.03791112603744
95,51.56316768401939
96,39.043360620667045
97,88.18768043762543
98,79.95174281661753
99,84.52298492584941
100,26.992149944309404
101,75.37948289847145
102,38.61702205939855
103,91.38358544106177
104,92.03888389629037
105,111.68304617754643
106,107.52200536819873
107,82.32678604819239
108,81.1607663726711
109,37.59464748251639
110,86.73174302321945
111,54.795885803390775
112,101.12109831021439
113,48.386803940724576
114,92.14214778523024
115,90.07588832967349
116,29.821477943072523
117,52.09344867795198
118,93.51013403924776
119,52.14379566283901
120,46.61007080882746
121,49.11329824396876
122,48.81162598716264
123,93.48471196804053
124,63.54435704044363
125,66.82470193321979
126,85.6600856545424
127,98.65208366341062
128,43.588255196980526
