,r2,rmse,mape,rrmse,iter
0,0.9961049270101853,1.2866296460726367,0.7596156882928871,0.9904775430395983,1
1,0.9961853285769396,1.2808343886723166,0.7571624212198603,0.9857938946709026,2
2,0.9963208411255929,1.2683171697053957,0.8019768429448724,0.9748245507896907,3
3,0.9961941324653093,1.2633119856865735,0.7994768838208781,0.972678416062777,4
4,0.9964504202204268,1.2361135185262295,0.7281663620417824,0.9507867914633676,5
5,0.9962638640608904,1.2812490899056104,0.8048155617792327,0.985313709890546,6
6,0.99611518661414,1.2925356593663742,0.7579054134173565,0.9935905057013645,7
7,0.9963212658392302,1.2610772406930544,0.7497402618342545,0.9699704442384396,8
8,0.9962406813135052,1.2787558907661039,0.7501153460595131,0.9827069763847419,9
9,0.9914481196280177,1.9335151586056358,1.2715548269313486,1.4865733035579887,10
10,0.996112325377985,1.2841439132888244,0.7579026299132297,0.9877060092744393,11
11,0.9962307414780331,1.2865905280056185,0.7628044272210737,0.989421041591173,12
12,0.9961550941047426,1.2753726252251925,0.7575371601408478,0.9821894009256533,13
13,0.9963081955350893,1.280599791391695,0.7556498385555773,0.9837307355815572,14
14,0.9961989426667894,1.2640026930535249,0.7476619397264564,0.972816496404455,15
15,0.9960615389920879,1.28374053544738,0.7613793502662429,0.9882919860575978,16
16,0.9961547673240722,1.2805711144405654,0.7554265218652034,0.9850883132380411,17
17,0.9963139360450867,1.2677579047669356,0.8058738447997825,0.975682281878367,18
18,0.9961507771666834,1.2988409856813854,0.7701607836024612,0.9985937591942963,19
19,0.9962762823256093,1.2620893939501392,0.7954678250200199,0.9709307680723263,20
20,0.9960806490881011,1.2861682963652117,0.7627342974923607,0.9896718971981198,21
21,0.9963489009568508,1.249122241352451,0.7886262309705242,0.9605713546328802,22
22,0.9961802536854387,1.2951963877528434,0.7641319064010199,0.9952964119401523,23
23,0.996301775957433,1.2735653868415782,0.8021492639792784,0.9790735077552031,24
24,0.9962302224317365,1.2676390285071948,0.7998404063783058,0.9754849642743374,25
25,0.9963395401903182,1.26566824841853,0.8002930957382411,0.9736735435621632,26
26,0.9963645272383841,1.2571920261182394,0.7925803246447047,0.9664674293197354,27
27,0.9963338514335697,1.2466096806144629,0.7820713083238771,0.9590291767111554,28
28,0.996132307873336,1.2873731058194064,0.8141885692608678,0.9909050030905606,29
29,0.9963141735135698,1.2601390048463592,0.7921632991118563,0.9695058088911565,30
30,0.996164755000922,1.278455366364244,0.7540208609740415,0.9833106173195014,31
31,0.9960697073815812,1.2857911338836097,0.7600756142009281,0.9887652410115993,32
32,0.9963491422534696,1.2592380442882298,0.793490134844754,0.9680329908857491,33
33,0.9962821159720613,1.2545411133142466,0.7891679564982667,0.9664106544101131,34
34,0.9961413890690278,1.303734907250957,0.8239284888426719,1.0012459750509053,35
35,0.9963225933942202,1.2761109376552022,0.8058963835963101,0.9809872414683374,36
36,0.9962674265381917,1.2618040344630175,0.7393075938302835,0.9707337969295058,37
37,0.9962645922122068,1.2633474110783174,0.7462824317545567,0.972124921937277,38
38,0.9961066610567759,1.291515479791077,0.7634023561175165,0.9938495736804422,39
39,0.9913732651219652,1.929582491188103,1.2747954649636062,1.483658164705763,40
40,0.9963666387510122,1.2709516585577683,0.8061556622245722,0.9763827578505175,41
41,0.9964269329723044,1.2525682807758514,0.7890018792307447,0.9623956647670097,42
42,0.9963392176968368,1.2628297499176577,0.796745097710713,0.9707507578228718,43
43,0.9961155183653779,1.296002698144345,0.7706790259565669,0.9968133461574576,44
44,0.9961609500037761,1.2984686455614585,0.7643046059119512,0.9986591961366126,45
45,0.9962504278409011,1.2707649766553366,0.8009463369781044,0.9780612547446831,46
46,0.9962075513532265,1.2774314631511519,0.7505754376326578,0.9818812744502583,47
47,0.996278061695395,1.261297453637875,0.7967636868329344,0.9709374888785044,48
48,0.9964483722808388,1.2566920013550391,0.7922830139729556,0.9665052821886722,49
49,0.9962588321846494,1.2818337911414086,0.7597954622155134,0.9843393985100427,50
50,0.9962862548384996,1.2773985257791223,0.8026327495099347,0.9827287906979287,51
51,0.9963110708669305,1.2541569305530904,0.7884138657253631,0.9647630550647164,52
52,0.9962073934780277,1.2904642074732522,0.7607347834528114,0.9910773343220696,53
53,0.9963667622446442,1.2521580643859935,0.7872425687872334,0.9633809007323018,54
54,0.9962088096940064,1.251728535222844,0.7813685923828756,0.9639880659904193,55
55,0.9962101106852327,1.2670127359491516,0.7966595747513733,0.9758652528460906,56
56,0.9962857501519631,1.2717709458584625,0.802340030292902,0.9773542671827006,57
57,0.9963877073316281,1.2399263826164697,0.7305109234023085,0.9537116305347177,58
58,0.9962013467248526,1.2729315351891113,0.7519166312036138,0.9787159338102827,59
59,0.9963504771988838,1.249231718443575,0.7863440018156493,0.96090149329353,60
60,0.9962414703240924,1.2904016985854536,0.8173128209908925,0.9922853586566615,61
61,0.9960803335940522,1.310153482219417,0.7760015112130079,1.0069545458056115,62
62,0.9963405599317703,1.2746801431432475,0.751446493909918,0.9787314054011179,63
63,0.9962145837432556,1.2673069154261385,0.7521919544999615,0.9752124953379626,64
64,0.9962760551680233,1.2623587910450937,0.7982041925618873,0.9715824388491527,65
65,0.996290008272495,1.2710356326091392,0.8007712989253745,0.9774862410344575,66
66,0.9912257057348393,1.909315811493174,1.259769032798511,1.4699427094057114,67
67,0.9963436251745231,1.2662790858387118,0.7976463977059944,0.972808612773828,68
68,0.996232129283158,1.2796558512805731,0.7578985345842688,0.9848349771444641,69
69,0.9960041414819104,1.2913927624791535,0.7660372087781332,0.9948188307245437,70
70,0.9963671484767059,1.2546559757010431,0.7442558927101875,0.9646673061228171,71
71,0.9961936446412607,1.2494237888710658,0.7898177314247175,0.962228443356095,72
72,0.9962825459696967,1.2575991429964994,0.7407189379804658,0.9671629516192821,73
73,0.996363663568651,1.2627951992124673,0.797093122477772,0.9707441118251665,74
74,0.9961988188572178,1.2698094637307167,0.8010271492357715,0.9785754771288011,75
75,0.9912252036345155,1.9067386305780507,1.2579475434641159,1.468458869823193,76
76,0.9963007654100831,1.271130058337003,0.8071139974123734,0.977278173465827,77
77,0.9960869008835685,1.3036665832904504,0.7720897125116954,1.0024818346044755,78
78,0.9960751383875922,1.2785116186585386,0.745536074948388,0.9836596166211884,79
79,0.9961840880149775,1.2807023678286762,0.8101537833898312,0.9860266351238665,80
80,0.9963386861213895,1.2523932582277435,0.7379497836194276,0.9639547994838538,81
81,0.9962111958654076,1.270738770129576,0.7488727011866779,0.9775929634184893,82
82,0.9962849352881111,1.2705832192817919,0.8022838432243166,0.9767685292521732,83
83,0.9962248605078344,1.2654655194141105,0.7458887056213217,0.9737168984894892,84
84,0.9909540374454826,1.963788216791819,1.2417767399244468,1.510764733346661,85
85,0.996213867763416,1.2861908661530121,0.7581111228858383,0.9873785278897943,86
86,0.9961290182143394,1.3073068859799737,0.7745368007342373,1.004869667734236,87
87,0.9961218280786592,1.3014343243702873,0.7644381269779388,0.9997913096998267,88
88,0.9962056115846788,1.2650563682800198,0.7468995218708353,0.974357855917101,89
89,0.9960738856972167,1.3210382013694266,0.781636561455646,1.014586974107138,90
90,0.9960136217759286,1.3182733390376515,0.7784131245998136,1.0138171443468564,91
91,0.9962665420562129,1.252118465077733,0.7898413879036913,0.9640665213217511,92
92,0.9961604539104213,1.2788879172796528,0.7549727394672413,0.9842773472552878,93
93,0.9962620174057932,1.2642038899950079,0.7473970467897113,0.9722309553529934,94
94,0.9962865172749267,1.2713006493534256,0.7522645131363837,0.9769476225358286,95
95,0.9961514163671474,1.2828755709575064,0.761483856183745,0.9873045772728296,96
96,0.9960912275078743,1.2802033369710861,0.7542920251798078,0.9857564041236921,97
97,0.9961318554066617,1.291537650544055,0.7600832434739752,0.9936298651838996,98
98,0.9963521217789476,1.261604647320241,0.7981858051467745,0.969416387621264,99
99,0.9962870519615178,1.2663930724263306,0.7943141004902053,0.9729106177282418,100
