,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.2458855152130127,0.006939262358757389,0.0,0.0,250,8,7,"{'n_estimators': 250, 'max_features': 8, 'max_depth': 7}",,,,,,,,,,,,,21,,,,,,,,,,,,
1,2.3539111852645873,0.10209154393951965,0.10569968223571777,0.0024825482189430943,500,2,1,"{'n_estimators': 500, 'max_features': 2, 'max_depth': 1}",0.5021023890175067,0.44767956308414003,0.47937251787021384,0.4776725653146179,0.48611248497416737,0.48165289920769183,0.5000758917041495,0.4655916543882318,0.49777466180033925,0.4649378900375465,0.48029725173986054,0.01652753914155187,16,0.4883287754046357,0.475220448479701,0.4797810100984645,0.47912422397579946,0.49498372700307525,0.4692685918494066,0.47417681852220583,0.4750636864587935,0.4928024549326925,0.48721127162097344,0.48159610083457477,0.008254751930549482
2,1.6684122800827026,0.021072321747603644,0.038370800018310544,0.0016885646356277326,150,4,3,"{'n_estimators': 150, 'max_features': 4, 'max_depth': 3}",0.9366870122909322,0.935653759478275,0.9391642088481676,0.9554482504886211,0.933273785227095,0.9336463052856744,0.941462048585755,0.942792978703116,0.9432621607111122,0.9364987028218777,0.9397889212440627,0.006222681367880052,8,0.9436792971848754,0.944090383966832,0.941945566346457,0.9423269804001746,0.9391449093658017,0.9355127979831565,0.9425641274288462,0.9416375978430644,0.9433786349249049,0.9412310544896607,0.9415511349933773,0.002417884292044263
3,0.14577336311340333,0.005549637681161815,0.0,0.0,150,8,7,"{'n_estimators': 150, 'max_features': 8, 'max_depth': 7}",,,,,,,,,,,,,28,,,,,,,,,,,,
4,0.6312618732452393,0.009388303544193686,0.020214366912841796,0.0007970019419069214,50,2,7,"{'n_estimators': 50, 'max_features': 2, 'max_depth': 7}",0.973266291312782,0.9670185149646576,0.9710341959003517,0.979634492932668,0.9704470367782335,0.9729577540415763,0.9713697420446552,0.9735716535714557,0.9745346128006667,0.9705146269568283,0.9724348921303875,0.0031396263763581334,5,0.9785407847388032,0.9723965658123233,0.974209860588794,0.9786682047207724,0.97420913641568,0.9764565659715655,0.9758084656369564,0.9768185638357121,0.9766030450883578,0.9781682237233199,0.9761879416532284,0.0019646438468468737
5,1.535222625732422,0.029559930846919425,0.05912878513336182,0.001644712783472357,150,1,9,"{'n_estimators': 150, 'max_features': 1, 'max_depth': 9}",0.9536082014110135,0.952647637609353,0.9550196028772829,0.9592294454126935,0.949077517443053,0.950431550651743,0.9517512776755032,0.9531800447815488,0.9578381733029195,0.9467919716108195,0.9529575422775931,0.003590026322766563,6,0.9634190417030316,0.9641396302620677,0.9647790246276047,0.9645353408107041,0.962706099821657,0.962068707708793,0.9637590303697989,0.9648810287261331,0.9667739794217483,0.9659799968112801,0.9643041880262819,0.001348290381301207
6,3.5200167417526247,0.07974916084605624,0.1559783935546875,0.006933730090677202,750,2,1,"{'n_estimators': 750, 'max_features': 2, 'max_depth': 1}",0.48719151005459127,0.44822169667872713,0.4805974726978184,0.4848382229250644,0.47844265992817225,0.4962599640529295,0.5085348705581487,0.4622811638200295,0.48299730101369276,0.45620685217768964,0.4785571713906863,0.017420194139815545,17,0.4735101514894078,0.4763607397919174,0.48059051911941764,0.48535040799920237,0.4875072436752317,0.48296930687765016,0.4829574870872825,0.4703967348772786,0.47990303646738075,0.47839290544904656,0.47979385328338153,0.005026430533661224
7,0.7080924987792969,0.012524939485611682,0.0,0.0,750,8,1,"{'n_estimators': 750, 'max_features': 8, 'max_depth': 1}",,,,,,,,,,,,,27,,,,,,,,,,,,
8,1.790726613998413,0.031383756380652675,0.07459144592285157,0.003880404834212411,250,1,5,"{'n_estimators': 250, 'max_features': 1, 'max_depth': 5}",0.8296946964608445,0.8140934460669771,0.8313936539826503,0.8365627195896684,0.8164537113072475,0.8231050534590933,0.8348705975902749,0.8242566311679053,0.8312943772643914,0.8003740363432084,0.8242098923232261,0.010630118182307,13,0.8333559201407423,0.831748998986596,0.838475652952218,0.8270686963023581,0.8261882234730242,0.828713253148514,0.8332044803356038,0.830357902075899,0.837261111220579,0.8323299249509886,0.8318704163586522,0.0038013193832765217
9,0.1925983428955078,0.0030973703286449944,0.0,0.0,200,8,5,"{'n_estimators': 200, 'max_features': 8, 'max_depth': 5}",,,,,,,,,,,,,26,,,,,,,,,,,,
