,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_max_iter,param_learning_rate_init,param_learning_rate,param_hidden_layer_sizes,param_alpha,param_activation,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,2.235968089103699,0.26152467871563456,0.004239702224731445,0.004072033049702441,adam,750,0.05,adaptive,"(10, 5, 10)",0.001,tanh,"{'solver': 'adam', 'max_iter': 750, 'learning_rate_init': 0.05, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 5, 10), 'alpha': 0.001, 'activation': 'tanh'}",-6.345765668447356e-05,-0.0003360140194572647,-0.0009910925617107047,-0.00011512669592561586,-0.0007392609356624558,-0.002852108692594779,-0.00041313309625468086,-4.3778979060604684e-05,-0.0003089442635304529,-0.00040698029392127744,-0.0006269897194802309,0.0007934731017070573,21,-4.682398778266261e-06,-1.0450558396435383e-07,-3.1063733181291298e-06,-1.3462359660376677e-06,-7.400723275097221e-06,-2.720616328000247e-06,-7.576986775781336e-07,-2.210554934434228e-06,-1.991977430559899e-06,-1.1367727170696895e-06,-2.545785700913683e-06,2.0366831553017224e-06
1,0.16261208057403564,0.020655737311759705,0.006802988052368164,0.004115368983774776,lbfgs,100,0.2,invscaling,"(10, 5, 10)",0.05,logistic,"{'solver': 'lbfgs', 'max_iter': 100, 'learning_rate_init': 0.2, 'learning_rate': 'invscaling', 'hidden_layer_sizes': (10, 5, 10), 'alpha': 0.05, 'activation': 'logistic'}",-3.268851289206509e-05,-0.00032433339499959857,-0.0008832200923798439,-9.232673630532595e-05,-0.0006039146043785859,-0.0026839437456678272,-0.0004531882557632372,-2.7228697901060528e-05,-0.0003603803233092062,-0.00036274939564617803,-0.0005823973759242929,0.0007442341426516733,17,-1.4314549545701993e-11,-3.801625680921461e-12,-2.753353101070388e-13,-2.1607160505254797e-12,-1.161718943265555e-09,-9.461320615855584e-13,-8.626432901337466e-13,-2.6276758546828205e-12,-2.822186928597148e-13,-4.015898724674116e-12,-1.191005738476747e-10,3.4756154714138914e-10
2,2.369593286514282,0.20060634190565016,0.005893874168395996,0.003518955101996816,lbfgs,150,0.05,constant,"(10, 10, 10)",0.01,identity,"{'solver': 'lbfgs', 'max_iter': 150, 'learning_rate_init': 0.05, 'learning_rate': 'constant', 'hidden_layer_sizes': (10, 10, 10), 'alpha': 0.01, 'activation': 'identity'}",0.8791297216353042,0.9061236814125925,0.9136355259341795,0.8665478116131319,0.8612158978032967,0.9444499876332022,0.9374952616490215,0.9498880446910695,0.9425509307117748,0.8869243442172267,0.9087961207300799,0.032187887754657515,8,0.875089199126152,0.9119026722919256,0.9184889488169338,0.8608533181460927,0.8688162457119216,0.9382503072719575,0.9429726543775918,0.9481550842542328,0.9432349881310874,0.8919321411338996,0.9099695559261795,0.03190303015358372
3,2.7572105646133425,1.6170039734308266,0.004644584655761719,0.004698162747268394,lbfgs,1000,0.3,invscaling,"(5, 5)",0.1,identity,"{'solver': 'lbfgs', 'max_iter': 1000, 'learning_rate_init': 0.3, 'learning_rate': 'invscaling', 'hidden_layer_sizes': (5, 5), 'alpha': 0.1, 'activation': 'identity'}",0.9527358363987373,0.9487554660247269,0.9476119199456263,0.9486655474424239,0.9383669589274506,0.954301891821946,0.946798593971087,0.9499880058289535,0.9467784157691449,0.9509243657313705,0.9484927001861468,0.004112346623640023,1,0.9482302098520476,0.94866069631743,0.9485804514765561,0.9485868911385823,0.9498455043130578,0.947870350345593,0.9486410125161586,0.9482701952053884,0.9488334695785676,0.9479985191885427,0.9485517299931925,0.0005223114874896867
4,3.807978320121765,2.2016695922019616,0.005240893363952637,0.004166389498616185,lbfgs,750,0.05,constant,"(10, 10)",0.2,identity,"{'solver': 'lbfgs', 'max_iter': 750, 'learning_rate_init': 0.05, 'learning_rate': 'constant', 'hidden_layer_sizes': (10, 10), 'alpha': 0.2, 'activation': 'identity'}",0.9524950699683493,0.9485333581249733,0.9476257036897464,0.9485909308296427,0.9383094152285637,0.9543002380224791,0.9468684577153405,0.9502356198341664,0.9468205864752827,0.9509493119084679,0.9484728691797013,0.004107452283410015,2,0.9480140242709664,0.9484482240591101,0.9486132583844876,0.9485708631678018,0.9497944058661886,0.9478747543694592,0.9487258504855687,0.9485132816224028,0.9488491039268316,0.9482942596507553,0.9485698025803572,0.000498977387916805
5,5.268020391464233,6.204684923421122,0.006056404113769532,0.004228969007303466,lbfgs,500,0.05,adaptive,"(10, 5, 10)",0.2,tanh,"{'solver': 'lbfgs', 'max_iter': 500, 'learning_rate_init': 0.05, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 5, 10), 'alpha': 0.2, 'activation': 'tanh'}",-3.288239751086941e-05,-0.000324318557459069,-0.0008838557098016508,-9.233208880532473e-05,-0.0006030322590955262,0.2755053525084544,0.64537865925109,0.8475995192963409,0.08335712236102999,-0.0003625632329147255,0.18495416691713282,0.2959241660505354,10,-1.5718848445089861e-10,-2.3652191316614335e-12,-1.0342082745751213e-10,-7.737224194670489e-10,-4.0692826885901923e-10,0.2621759627164426,0.6230470388592111,0.8502132598337799,0.09691296725879683,-4.4004799804042705e-11,0.18323492271806002,0.292134932769547
6,7.92791440486908,3.5248647486141063,0.0037931203842163086,0.004008973761600809,lbfgs,750,0.001,invscaling,"(10, 10, 10)",0.001,identity,"{'solver': 'lbfgs', 'max_iter': 750, 'learning_rate_init': 0.001, 'learning_rate': 'invscaling', 'hidden_layer_sizes': (10, 10, 10), 'alpha': 0.001, 'activation': 'identity'}",0.9524938153294223,0.9485632967194901,0.9476041771317532,0.9485981872154257,0.9380861796411457,0.9542734919775455,0.9468446513169262,0.9501407089797478,0.9465514544059977,0.9509973514949196,0.9484153314212375,0.004170630440827979,3,0.9480466319042965,0.9484770056156727,0.9485697142577403,0.9485243411690105,0.9496822814948876,0.9478044276161557,0.9486658261989818,0.9484333952907739,0.948638285713138,0.9482988368500993,0.9485140746110756,0.00046719134587454796
7,4.795989727973938,0.4472354471885628,0.006209278106689453,0.004492005854766251,adam,100,0.001,adaptive,"(10, 10)",0.05,identity,"{'solver': 'adam', 'max_iter': 100, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 10), 'alpha': 0.05, 'activation': 'identity'}",0.9311781736071243,0.8616103152700851,0.9282210254710261,0.9259220636778621,0.8684979284137704,0.9109744015734399,0.946756127241486,0.9350505519710416,0.8985907438308197,0.9310108702340039,0.9137812201290659,0.027397373035516266,6,0.920024277674241,0.8653714045543875,0.9302867806982581,0.9300023565775983,0.887380212252756,0.9012434977183986,0.9458049370013336,0.9352338272296767,0.902226207124891,0.9295298677818747,0.9147103368613415,0.023729498418907244
8,3.470016860961914,2.0305896106130734,0.00295872688293457,0.0036871296478150984,sgd,150,0.3,constant,"(5, 5)",0.05,logistic,"{'solver': 'sgd', 'max_iter': 150, 'learning_rate_init': 0.3, 'learning_rate': 'constant', 'hidden_layer_sizes': (5, 5), 'alpha': 0.05, 'activation': 'logistic'}",-0.022185873807037293,-5.2437102151747794e-05,,-0.0002237651899954507,-0.004181307093113373,-0.02087296342371836,-0.0496904681555288,-0.002857855249513541,-0.003735014698099226,-8.328982252500217e+147,,,30,-0.019063363175440218,-0.000637085615288413,,-0.0006482711298279042,-0.008630170045779595,-0.009134446131749074,-0.03317530729297391,-0.0039003977308673665,-0.00178778874296448,-7.472301298129622e+147,,
9,2.3298916816711426,0.5938752954663525,0.003155684471130371,0.0036473874347153173,adam,50,0.05,adaptive,"(10, 10, 10)",0.2,identity,"{'solver': 'adam', 'max_iter': 50, 'learning_rate_init': 0.05, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 10, 10), 'alpha': 0.2, 'activation': 'identity'}",0.93580805839899,0.9458519887417397,0.9468362686744902,0.9428508659381988,0.9328086150923071,0.9539943780723602,0.9475654480914024,0.9495499517989858,0.9463084654192443,0.9322621700014851,0.9433836210229203,0.006984684732189159,4,0.9317695153578656,0.9468554445228567,0.9473884992496193,0.9435444316462201,0.9452382077180248,0.9475904015791636,0.9482789391838051,0.9476962190173271,0.9482138070480322,0.9330858553453505,0.9439661320668264,0.005938741770116894
