,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
1,"(5,)","[0.93015447 0.93475002 0.94159955 0.93855491 0.93389929 0.94136048
 0.93860461 0.94151896 0.93503771 0.93935739]",0.9374837382136694,"(('temp',),)",0.0027206945018969616,0.003663184409936101,0.0012210614699787003
2,"(1, 5)","[0.94578517 0.94884843 0.95148103 0.95193547 0.94605103 0.95243409
 0.94894296 0.95144873 0.94716479 0.94962343]",0.9493715130984037,"('lat', ('temp',))",0.0017258446107446923,0.0023237034028055045,0.000774567800935168
3,"(1, 4, 5)","[0.95398927 0.95422702 0.95250733 0.95988075 0.95116468 0.95382305
 0.95662896 0.95994388 0.95619434 0.95313914]",0.9551498413119435,"('lat', ('prec',), ('temp',))",0.0020942570014928375,0.0028197394426015677,0.0009399131475338558
4,"(1, 3, 4, 5)","[0.95591926 0.95635596 0.95313855 0.96199902 0.95235005 0.95557475
 0.95766288 0.96178617 0.95738432 0.95499017]",0.9567161140793019,"('lat', 'month', ('prec',), ('temp',))",0.0022511090966835477,0.0030309274864513303,0.0010103091621504433
5,"(1, 2, 3, 4, 5)","[0.95710602 0.95719443 0.95502341 0.96264517 0.95461543 0.95797423
 0.95867549 0.9629515  0.95901044 0.95772436]",0.9582920479835833,"('lat', 'year', 'month', ('prec',), ('temp',))",0.0019447099633997668,0.002618387038605934,0.0008727956795353113
6,"(0, 1, 2, 3, 4, 5)","[0.9579679  0.95890499 0.95541811 0.96451248 0.95616589 0.9584478
 0.95952254 0.96411176 0.96054819 0.95901153]",0.959461117936257,"('lon', 'lat', 'year', 'month', ('prec',), ('temp',))",0.002091531713436039,0.0028160700733595276,0.0009386900244531759
