,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
1,"(5,)","[0.94328791 0.93798995 0.94135926 0.93721063 0.93761725 0.93778494
 0.93324668 0.93496    0.93890481 0.94038958]",0.9382750999004026,"(('temp',),)",0.0020698932411929395,0.0027869357056014084,0.0009289785685338029
2,"(1, 5)","[0.95304693 0.95207983 0.95189157 0.95072395 0.9492906  0.94991707
 0.94745684 0.94551751 0.94891625 0.95146603]",0.9500306581866911,"('lat', ('temp',))",0.0016288363287963682,0.0021930899782479072,0.0007310299927493025
3,"(1, 4, 5)","[0.95019187 0.9582311  0.95318867 0.95513273 0.95634323 0.95803929
 0.95588724 0.95278926 0.95680422 0.95839922]",0.9555006827311903,"('lat', ('prec',), ('temp',))",0.001906268873215762,0.0025666293707880985,0.0008555431235960328
4,"(1, 3, 4, 5)","[0.95058692 0.9599965  0.95503787 0.95563029 0.95739827 0.95925991
 0.95731882 0.95504999 0.95934932 0.96025039]",0.9569878264368589,"('lat', 'month', ('prec',), ('temp',))",0.0021149143603545677,0.002847552824398011,0.000949184274799337
5,"(1, 2, 3, 4, 5)","[0.95391905 0.96156669 0.956782   0.95722952 0.95936969 0.95995783
 0.95830596 0.95626974 0.96056059 0.9608859 ]",0.9584846971536158,"('lat', 'year', 'month', ('prec',), ('temp',))",0.0017063811028887714,0.0022974974401401746,0.000765832480046725
6,"(0, 1, 2, 3, 4, 5)","[0.9538956  0.96235032 0.95706365 0.95856621 0.96070187 0.96084731
 0.95904103 0.95758571 0.9621269  0.96183372]",0.959401230375349,"('lon', 'lat', 'year', 'month', ('prec',), ('temp',))",0.0019040926189975683,0.002563699229047235,0.0008545664096824118
