,etp
18830,87.1487711551853
17532,89.3220512700111
3725,42.5709876458697
3262,119.408852079842
18692,100.467277093524
18787,83.3157733548135
18843,73.4097685906792
5604,115.251540552367
13537,91.8595349203287
5248,75.5065964746361
7942,98.7216389250219
8681,66.4277738130683
11518,106.850398065922
2074,105.097239767973
10515,105.639814030796
13873,100.753039602282
16405,89.8118571045744
18887,102.969545745924
734,112.376777501046
16745,58.3067257600399
5921,55.1778162250882
11452,77.1125203979743
14869,103.446202674416
16203,83.1093757061577
18413,36.7995081358201
1797,184.360942163586
3711,87.789269739256
16463,89.5124410793668
13917,148.815316316658
16283,99.0023672209718
5816,115.890887497196
822,49.753285850847
16688,114.274858615474
604,70.6292566877671
10577,68.0691022373201
9715,101.725125740193
15251,112.006193121478
6388,56.4854647987462
12960,105.020135668869
4545,154.169876678677
8120,134.635703508871
5730,59.2124091989737
11296,70.0579192194077
12008,127.001647876799
12190,100.157021813306
18027,74.38319022353
6194,92.7853978550653
8955,78.8037766085502
6668,99.7845929017463
8529,112.737394939832
15545,54.3311285909995
605,53.3393095423296
14626,127.993380624509
7668,102.494472722335
8211,86.3960547169863
17378,88.7276646067287
13122,70.6318424387743
7380,99.5486591961602
1221,194.66195826515
14899,113.445829577418
14803,84.7563748900451
1042,140.541063095283
16157,52.908900561752
6639,94.0116592741686
1987,95.2873788280288
12439,71.8525166175379
1978,133.330576699081
12349,88.8607451566039
17700,87.3361000095376
14055,88.4015629531423
11413,99.635116174337
5664,110.201499341645
11794,109.962698507825
7062,64.4633747736049
2897,60.2664166154258
4852,67.1181141569874
629,75.2046048600304
7822,121.764433613691
11015,108.253363947665
12697,92.9123179956568
16003,63.2592918303451
14468,111.548872925486
17671,77.0867109345532
7849,89.0103343923443
2868,95.2025361177644
2016,127.347810401832
3604,71.2197875478037
15654,58.6106000421291
15184,76.6736178959936
11989,92.6403238731588
4622,102.361516298366
7651,107.081178471805
2619,86.6961645369312
17879,95.6753331264442
10713,138.835259728676
13428,89.1123281535675
1473,146.335081556456
11046,65.2912572391113
4649,54.2411975159331
7860,94.5759399114231
2100,106.607602521902
4057,102.692941161973
1543,99.7638821391396
2181,123.8175590424
1814,118.475242021928
17305,83.3473024453753
14171,111.411997176299
10548,112.38625897982
11777,62.7496051810362
1990,121.425077402946
19031,106.430405108862
5289,139.356952569713
2010,78.9734123393689
10143,89.4901614922343
9468,123.591782164168
13609,88.9479708025127
10320,109.686793215852
4422,71.3203145119343
1191,117.657534409709
13033,99.6367807805369
6040,63.5540781304333
2910,53.2550933095162
17068,62.3845704022228
2145,147.058801472361
9777,139.356952569713
273,169.650438481586
1847,121.370988560319
17639,93.7407375378954
300,129.094307036858
11782,107.629698051005
17267,95.3131725170781
13562,102.713338597179
16899,78.5925890887767
2018,118.802576642899
9039,102.111625262698
6573,140.261531488521
12357,132.257329811445
8646,78.423646793956
16060,60.3815105662828
14642,107.089091596132
4522,107.846514780755
274,144.626593403206
18073,89.6286899163877
9379,98.7227270785962
4112,145.388163918734
6840,108.146809390395
2128,79.0984442799514
9286,128.346564154612
4479,93.6433129230498
18512,104.918800990402
4140,96.6162539525931
15231,87.511962083957
4315,114.027986934662
11481,125.026398063187
3790,134.385961920208
6709,102.343121715732
11336,147.077156525768
15623,114.753817591727
6120,107.866967333637
18625,85.9837588324498
1584,115.710129699172
6926,100.806433639862
5892,113.090539312282
14378,102.570647408737
922,131.634784943803
11832,100.705256971832
12592,65.8013004797668
