"","station","month","prec","temp","etp","etr","def","exc","wb"
"212","-45.5_-22.5",8,30.1814705882353,15.4665464895636,46.6423957204314,44.7891293864672,1.85326633396417,0,-1.85326633396417
"213","-45.5_-22.5",9,96.4982352941176,17.3151274509804,58.7638540990278,58.7638540990278,0,19.3722615618882,19.3722615618882
"214","-45.5_-22.5",10,128.127941176471,19.1309772296015,77.3770488740854,77.3770488740854,0,50.7508923023852,50.7508923023852
"215","-45.5_-22.5",11,163.670588235294,19.7958039215686,84.0197739044059,84.0197739044059,0,79.6508143308882,79.6508143308882
"216","-45.5_-22.5",12,238.978823529412,20.4816508538899,95.6271195277845,95.6271195277845,0,143.351704001627,143.351704001627
"217","-45.25_-23.5",1,234.576470588235,24.4116034155598,124.368393102395,124.368393102395,0,110.20807748584,110.20807748584
"218","-45.25_-23.5",2,199.550588235294,24.738672124022,116.854531391615,116.854531391615,0,82.6960568436794,82.6960568436794
"219","-45.25_-23.5",3,200.679705882353,24.0355882352941,115.241901496955,115.241901496955,0,85.4378043853982,85.4378043853982
"220","-45.25_-23.5",4,132.492058823529,22.8279901960784,92.4776709326721,92.4776709326721,0,40.0143878908573,40.0143878908573
"221","-45.25_-23.5",5,87.8317647058823,20.8619924098672,72.1281172907334,72.1281172907334,0,15.703647415149,15.703647415149
"222","-45.25_-23.5",6,60.9576470588235,19.8030882352941,58.6968275620564,58.6968275620564,0,2.26081949676711,2.26081949676711
"223","-45.25_-23.5",7,68.8347058823529,19.1309108159393,55.196139273572,55.196139273572,0,13.6385666087809,13.6385666087809
"224","-45.25_-23.5",8,50.6320588235294,19.5281024667932,59.9434114526493,59.5230526486199,0.420358804029462,0,-0.420358804029462
"225","-45.25_-23.5",9,106.454705882353,19.9819215686275,64.9173394869191,64.9173394869191,0,32.6463725703434,32.6463725703434
"226","-45.25_-23.5",10,136.178823529412,20.997514231499,80.462272090467,80.462272090467,0,55.7165514389448,55.7165514389448
"227","-45.25_-23.5",11,160.418823529412,22.088637254902,93.1956329372839,93.1956329372839,0,67.2231905921279,67.2231905921279
"228","-45.25_-23.5",12,202.607647058824,23.3632163187856,114.601409456205,114.601409456205,0,88.0062376026187,88.0062376026187
"229","-45.25_-23.25",1,251.319117647059,21.8911290322581,103.029311007398,103.029311007398,0,148.289806639661,148.289806639661
"230","-45.25_-23.25",2,206.495294117647,22.0845008693132,95.35403770162,95.35403770162,0,111.141256416027,111.141256416027
"231","-45.25_-23.25",3,206.699117647059,21.158320683112,92.7226531231039,92.7226531231039,0,113.976464523955,113.976464523955
"232","-45.25_-23.25",4,118.909705882353,19.6137450980392,72.6583282327633,72.6583282327633,0,46.2513776495897,46.2513776495897
"233","-45.25_-23.25",5,77.7420588235294,17.2011669829222,54.4662025859001,54.4662025859001,0,23.2758562376293,23.2758562376293
"234","-45.25_-23.25",6,49.6405882352941,16.0042156862745,43.6582023620566,43.6582023620566,0,5.98238587323748,5.98238587323748
"235","-45.25_-23.25",7,54.9761764705882,15.5083870967742,41.9937514310014,41.9937514310014,0,12.9824250395868,12.9824250395868
"236","-45.25_-23.25",8,44.4002941176471,16.6982163187856,50.2697272532884,50.1007972075343,0.168930045754045,0,-0.168930045754045
"237","-45.25_-23.25",9,99.4635294117647,18.0019215686275,59.7820471628992,59.7820471628992,0,33.9809791589782,33.9809791589782
"238","-45.25_-23.25",10,139.259411764706,19.4884155597723,76.798390723466,76.798390723466,0,62.4610210412399,62.4610210412399
"239","-45.25_-23.25",11,174.480588235294,20.268,84.8149715553892,84.8149715553892,0,89.6656166799049,89.6656166799049
"240","-45.25_-23.25",12,228.116470588235,21.2274762808349,99.530817408385,99.530817408385,0,128.58565317985,128.58565317985
"241","-45.25_-23",1,251.319117647059,21.8911290322581,102.898455534529,102.898455534529,0,148.42066211253,148.42066211253
"242","-45.25_-23",2,206.495294117647,22.0845008693132,95.2608398707589,95.2608398707589,0,111.234454246888,111.234454246888
"243","-45.25_-23",3,206.699117647059,21.158320683112,92.6779811715374,92.6779811715374,0,114.021136475521,114.021136475521
"244","-45.25_-23",4,118.909705882353,19.6137450980392,72.673690827184,72.673690827184,0,46.236015055169,46.236015055169
