,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_max_iter,param_learning_rate_init,param_learning_rate,param_hidden_layer_sizes,param_alpha,param_activation,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,4.884796667098999,0.188348771691,0.005421662330627441,0.0018257388591994504,sgd,150,0.1,adaptive,"(5, 5)",0.2,logistic,"{'solver': 'sgd', 'max_iter': 150, 'learning_rate_init': 0.1, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (5, 5), 'alpha': 0.2, 'activation': 'logistic'}",-3.45764215117228e-05,-0.0001962706535405534,-0.013190659658108395,-0.0002093779941110263,-0.0005387329251740347,-0.00010156157874452454,-0.0004638199118462971,-0.002199657570813862,-1.381725428517555e-06,-0.002628418377986108,-0.001956445681726504,0.0038478957540541156,17,-1.5261181740555685e-07,3.2018832030189515e-13,-6.720568967999441e-08,-1.923460724029269e-09,-6.943486829946721e-08,-9.04270880397462e-10,-1.1681492773085722e-07,-1.8380570909748428e-07,-1.507780538201331e-07,-2.3256496506363078e-08,-7.667349739559626e-08,6.674547927196748e-08
1,0.5250236749649048,0.8350203116407959,0.005593323707580566,0.00047966118988931953,lbfgs,100,0.001,invscaling,"(10, 10)",0.2,logistic,"{'solver': 'lbfgs', 'max_iter': 100, 'learning_rate_init': 0.001, 'learning_rate': 'invscaling', 'hidden_layer_sizes': (10, 10), 'alpha': 0.2, 'activation': 'logistic'}",-3.95702322475433e-05,-0.00019677005115381618,-0.013133813887365564,-0.00021047064604107213,-0.0005397839734833099,0.39943874656811384,-0.0004494647807062879,-0.002239335438417145,-2.4238255900144168e-06,-0.0026114507206647097,0.03800156630124444,0.12053838856774154,8,-1.447517661290476e-10,-3.068882925560956e-10,-1.9584356358848254e-10,-3.8712366645654583e-11,-5.8177440864781715e-08,0.35490481547396546,-6.369704763642403e-11,-1.0698997243707709e-11,1.478800637499944e-09,-1.0008593953614309e-10,0.03549047579146473,0.106471446560835
2,0.5783936500549316,0.30294730763426586,0.004876232147216797,0.0005364203893838058,lbfgs,50,0.001,constant,"(5, 5)",0.2,tanh,"{'solver': 'lbfgs', 'max_iter': 50, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': (5, 5), 'alpha': 0.2, 'activation': 'tanh'}",0.008883221269479824,-0.00019636060479633066,-0.018143431549576094,-0.00020366390624015906,-0.0005458241314608703,-0.00010060044185888906,-0.00044969537548156246,0.07814960122350545,0.0029785841088629805,-0.0025098595244874566,0.006786197106794689,0.02463877605147849,9,0.0085113214917798,-6.460831869503636e-12,0.0002151638322498428,-6.12471364735967e-08,-1.2867908516511761e-08,-2.980529156815237e-10,-1.7915446903771226e-10,0.06259170421249427,0.003120465149679452,6.868572343110557e-07,0.007443926694472447,0.01856293937428761
3,1.603866744041443,0.41729768103617343,0.004687452316284179,0.0004567364775879996,adam,500,0.05,adaptive,"(10, 10)",0.2,identity,"{'solver': 'adam', 'max_iter': 500, 'learning_rate_init': 0.05, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 10), 'alpha': 0.2, 'activation': 'identity'}",0.9380569396574169,0.9517068312843009,0.9312752983170804,0.947218656487728,0.9429931985196851,0.9415089401161184,0.9331491211514649,0.9427314832087738,0.9430954583243932,0.943869152201679,0.9415605079268641,0.005786940758526171,3,0.9416226495878838,0.9425348853470978,0.9387350214313719,0.9417886663390221,0.9431046207501586,0.943569317058168,0.9455435158507649,0.9444856428059356,0.9387559961601053,0.9420920212205224,0.9422232336551032,0.0020876974537168557
4,7.498852491378784,0.3317038727615211,0.005350732803344726,0.00044191010917210663,sgd,150,0.2,adaptive,"(10, 10, 10)",0.05,logistic,"{'solver': 'sgd', 'max_iter': 150, 'learning_rate_init': 0.2, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 10, 10), 'alpha': 0.05, 'activation': 'logistic'}",-2.3490307757834117e-05,-9.389390474101589e-05,-0.013257509220439445,-0.0004929278373435597,-0.0006176553336163515,-4.476111066398225e-05,-0.0003936979849361588,-9.94906393860795e-05,-0.00068246482500256,-0.003798154953533972,-0.001950404611742096,0.003916800382901637,11,-1.973697480339709e-06,-1.9541553389679223e-05,-3.0398761552419273e-07,-6.150228694501436e-05,-1.8358015578812115e-06,-1.1018129417506017e-05,-1.801800688872035e-06,-0.001424005148014329,-0.0007711931553788798,-0.00010631422989604289,-0.00023994897903840685,0.00045413363031873125
5,2.6971585750579834,0.8397133540404148,0.005085301399230957,0.0005385554428827757,lbfgs,500,0.001,adaptive,"(10, 10)",0.2,identity,"{'solver': 'lbfgs', 'max_iter': 500, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 10), 'alpha': 0.2, 'activation': 'identity'}",0.951182745974058,0.9583333562171504,0.943759165342515,0.9557564337984396,0.952602468697018,0.9526466048467336,0.9438726677942247,0.954091985385362,0.9551387751536355,0.9530576042279124,0.9520441807437049,0.004527288047291022,2,0.95324250783517,0.952544025908061,0.9518244235760557,0.9500604114480605,0.9531425908359255,0.9531307327711523,0.9543170708783194,0.953247532181981,0.9523979636537286,0.9510161712844241,0.9524923430372878,0.0011766104923259819
6,6.534185290336609,1.0083584947558328,0.005485987663269043,0.0004990822608403027,sgd,500,0.05,adaptive,"(10, 5, 10)",0.001,tanh,"{'solver': 'sgd', 'max_iter': 500, 'learning_rate_init': 0.05, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 5, 10), 'alpha': 0.001, 'activation': 'tanh'}",-3.4784614367566746e-05,-0.00019607515604680437,-0.013131319021294718,-0.00020378902338169524,-0.0005796443384586958,-0.00010127080427335677,-0.00044629031559861865,-0.002228665690795051,-3.011276098696669e-06,-0.0025876078919282453,-0.001951245813224345,0.0038294544679002263,12,-1.393487807366256e-07,-6.157896415004416e-11,-4.578559753554146e-13,-5.905433320130271e-08,-3.471949030497967e-07,-2.472293481048382e-10,-4.429119737636711e-09,-1.3761036754544875e-08,-3.001262260937665e-08,-5.7240599371510825e-08,-6.513506616290243e-08,1.0266952863774995e-07
7,1.462293839454651,0.1275313569242043,0.004940581321716308,0.0005106898143213466,lbfgs,150,0.2,constant,"(10, 10, 10)",0.01,identity,"{'solver': 'lbfgs', 'max_iter': 150, 'learning_rate_init': 0.2, 'learning_rate': 'constant', 'hidden_layer_sizes': (10, 10, 10), 'alpha': 0.01, 'activation': 'identity'}",0.5061238522133736,0.9461837250254268,0.9049306793487767,0.9467288698153857,0.9196806627943077,0.9473886209943367,0.9311012899464488,0.9486529481252508,0.9121420365533864,0.9332970958042138,0.8896229780620907,0.12869575144835205,5,0.5504014687724129,0.9269562345499882,0.9245689989880292,0.9431110028585872,0.9296966860308968,0.9427725187615367,0.9458151914553397,0.9495104152399075,0.869208411079515,0.9312777513526878,0.8913318679088901,0.1156912766558169
8,5.041960144042969,3.3079947772803218,0.00534353256225586,0.0007025503309575032,lbfgs,1000,0.05,adaptive,"(10, 5, 10)",0.3,identity,"{'solver': 'lbfgs', 'max_iter': 1000, 'learning_rate_init': 0.05, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 5, 10), 'alpha': 0.3, 'activation': 'identity'}",0.9513892976229995,0.958239984026982,0.9461986896072325,0.9562024292416523,0.9528682281172113,0.9531130660648811,0.9438360177979694,0.9537025197584037,0.9554570148286332,0.9548157521317319,0.9525822999197695,0.004226778519544501,1,0.9533418969347337,0.9524192995725648,0.9538471830084129,0.9530299717630792,0.9533683960661461,0.9534453433739029,0.9542944773151159,0.9528637684500089,0.9527593307185684,0.9530457277672129,0.9532415394969744,0.0005174553351985841
9,2.9971850633621218,3.8952008960060818,0.006581783294677734,0.0006622511976401244,lbfgs,500,0.001,adaptive,"(10, 5, 10)",0.2,tanh,"{'solver': 'lbfgs', 'max_iter': 500, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (10, 5, 10), 'alpha': 0.2, 'activation': 'tanh'}",-1.4243516176071225e-05,-0.00019687618147790076,-0.013137101482302294,-0.00021062817436723336,-0.0005504552152619802,-7.509152958484755e-05,0.9428513767141441,-0.002238197754196314,0.9469084543972777,-0.00261098569924223,0.1870726251558813,0.37892314140621614,6,4.192697066640605e-06,-4.574598477802283e-10,-5.912181855194376e-10,-4.691802502065912e-13,-2.546209909581876e-10,8.648950183820503e-06,0.9526461818923074,-2.3769541890317214e-10,0.9440133673198042,-2.681073141275192e-10,0.1896672389049791,0.37933617946439885
