,r2,rmse,mape,rrmse,iter
0,0.9547763008155744,4.97362805588109,6.077691479409554,6.799695172368325,1
1,0.9554763003465613,4.893905197988191,5.956194701419285,6.682242401413995,2
2,0.943395650351127,5.536003884460537,6.65028088387683,7.562368745524936,3
3,0.955258510917482,4.869704035385149,5.921137491021322,6.629463360818173,4
4,0.9517330977194696,5.0442430769279385,6.072369699347769,6.877974239531523,5
5,0.9538068193100766,4.968965218530022,5.861208440425967,6.773315549440463,6
6,0.9526770284431442,5.047849971105336,6.209197537424752,6.924999504286845,7
7,0.9544286935126346,5.004687615352096,6.067525572872597,6.797864926289909,8
8,0.9541851361512557,4.9668610139137765,6.072899329992215,6.842680586995946,9
9,0.9506577712989593,5.16669441134251,6.1349616610006334,7.039008409920555,10
10,0.9415689334810192,5.580913894239697,6.806433938594536,7.613677156086792,11
11,0.8649937441573454,8.624263150840768,7.944889575491519,11.80770306610766,12
12,0.9515583747937694,5.069977893540246,6.165048425178178,6.934619041380149,13
13,0.9567879665565021,4.90008935691011,6.060648187638521,6.708231569716737,14
14,0.9538072251089924,5.032609040669711,5.942029121021839,6.840615268301524,15
15,0.9564438335162248,4.849598792050966,5.8021422626756785,6.5821743239735,16
16,0.9518220452874964,5.113309959025735,5.985186547361219,6.957702088809591,17
17,0.951747908310369,5.121722039797916,6.0226187721180535,7.038072477532577,18
18,0.9303768197833093,6.118821678448466,7.453868597557438,8.376490393009723,19
19,0.9430239703180473,5.4920375531284265,6.142985706874672,7.453625983024293,20
20,0.950672765466942,5.188960524269425,6.213151270548138,7.079633878339076,21
21,0.9419162931191852,5.594257649705476,6.876080964325649,7.67523215117005,22
22,0.9495272843661338,5.2052323885594545,6.040732265107848,7.121208571440751,23
23,0.9553672335118284,4.908596934405417,6.1943239491090285,6.753134927816452,24
24,0.9518590272030915,5.108857687517394,6.320785763128173,6.982916273881613,25
25,0.9381351542071232,5.768380481505572,6.756938895723836,7.882992955951558,26
26,0.9437608181701064,5.482257044627769,6.670104380250759,7.5497052826391835,27
27,0.9484914783215574,5.229021529060624,6.213313122626603,7.1887496512428966,28
28,0.9556586081803232,4.909772783693319,5.941960931749081,6.739110371563395,29
29,0.9516228221944483,5.031717672145259,6.013794854121049,6.886385967194697,30
30,0.9558939542502818,4.833302854914905,5.977991562441868,6.653888340135896,31
31,0.9361179022981841,5.871049218498143,7.316079489635661,8.08442345570844,32
32,0.9555615205163284,4.89565931483911,5.90569549025485,6.663024300345543,33
33,0.9551347537229112,4.890615452720132,5.8767268792007314,6.62585687394433,34
34,0.9519161839480461,5.050176642065188,5.95401982171973,6.906396186452361,35
35,0.9559795510272848,4.825610116605737,5.999015327783826,6.64889411437848,36
36,0.9516940449459349,5.141737200768528,6.084155070713408,7.0303945531636804,37
37,0.9550046978397204,4.928212721268471,5.879370617873266,6.738376497088589,38
38,0.9525054741375978,5.055118809842832,6.04252549355451,6.89664850281374,39
39,0.9539149820053802,4.91473373093264,5.876448280647568,6.731927642229899,40
40,0.9549278872257564,4.961669042932183,6.074279863392414,6.778402399052722,41
41,0.9494366381737113,5.240776478165893,6.414942233292294,7.195428758533848,42
42,0.9498547857678356,5.214757001728852,6.197599922174513,7.101147523388662,43
43,0.9566584348168695,4.885160441274577,5.867641127540489,6.696143067170031,44
44,0.9548275814172175,4.935268915273466,5.959889667362225,6.758477971046734,45
45,0.9557071939117233,4.923219108746553,5.818355801801835,6.706206930892257,46
46,0.9450159641034377,5.468215905523076,6.581826519265838,7.456762025605146,47
47,0.9505051901118071,5.210186073246465,6.155604126618166,7.202161094974185,48
48,0.9541581648049804,4.963395168051629,6.055207367500617,6.822468458817211,49
49,0.9510057369705943,5.1279267817851695,6.2145252667024735,6.993141453043865,50
50,0.9509566995426807,5.132508683095733,6.2490640754392315,7.050494690239594,51
