,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
1,"(5,)","[0.8659926  0.86727775 0.86815547 0.86930594 0.87072996 0.86855168
 0.86378079 0.86064968 0.86500465 0.86436871]",0.8663817242872665,"(('temp',),)",0.0021246929305066544,0.002860718839806068,0.0009535729466020226
2,"(1, 5)","[0.9026628  0.89792936 0.90369946 0.90306168 0.90743973 0.90332563
 0.90119626 0.90234582 0.90036599 0.90271199]",0.9024738729035695,"('lat', ('temp',))",0.0017270216639740364,0.0023252882051551954,0.000775096068385065
3,"(1, 3, 5)","[0.91671976 0.91299241 0.918726   0.91773203 0.91994193 0.91724827
 0.91705754 0.91556038 0.91369436 0.91774467]",0.9167417360239328,"('lat', 'month', ('temp',))",0.001508666740779831,0.002031291819335285,0.0006770972731117616
4,"(1, 3, 4, 5)","[0.91795576 0.91302252 0.91938456 0.91927699 0.92052482 0.91846975
 0.91798407 0.91634419 0.91466457 0.91832212]",0.9175949363818161,"('lat', 'month', ('prec',), ('temp',))",0.0016144468074626142,0.0021737157081196377,0.0007245719027065458
5,"(1, 2, 3, 4, 5)","[0.91853871 0.9138087  0.92002816 0.91997563 0.92063713 0.91894787
 0.91880033 0.91657241 0.91577606 0.91901348]",0.9182098478348351,"('lat', 'year', 'month', ('prec',), ('temp',))",0.0015209837616130346,0.0020478756433043458,0.0006826252144347817
6,"(0, 1, 2, 3, 4, 5)","[0.91857349 0.91379175 0.92013488 0.91997819 0.92069271 0.91902304
 0.91886404 0.91641395 0.91585272 0.91899863]",0.9182323408442852,"('lon', 'lat', 'year', 'month', ('prec',), ('temp',))",0.0015425725079580856,0.002076943059357899,0.0006923143531192997
