,lon,lat,year,month,"('prec',)","('temp',)"
8520,-60.75,-1.25,2011,1,0.5019763162190019,-0.9007599281883651
3618,-61.0,-2.5,2010,7,-0.7649230114872502,-0.06761183914406416
14460,-60.0,-2.75,1996,1,2.476987426790277,-0.9038932417988983
14318,-60.0,-2.75,1984,3,0.5212310198459786,-0.8390336500605756
9880,-60.5,-2.0,1988,5,2.6908951498962246,-0.5009491114826569
2140,-61.25,-1.5,1989,5,3.156016584385388,-1.048025667884037
5669,-61.0,-1.25,2011,6,-0.7427600453332818,-0.5401364203718866
10150,-60.5,-2.0,2010,11,-0.12319984216940748,0.8640789629518918
2443,-61.25,-1.5,2014,8,-0.9406221820834152,0.191513196448131
545,-61.25,-2.5,1992,6,-0.9834438406704942,-0.24582427293326797
13079,-60.25,-1.75,1982,12,0.28967315174863556,0.30619247459409527
5722,-60.75,-2.75,1981,11,0.3834395470154245,1.0661150245599218
16073,-60.0,-1.75,1994,6,0.00797282628937313,-0.9804714264406309
1374,-61.25,-2.0,1993,7,-0.9327999587349558,-0.06635851369988817
13083,-60.25,-1.75,1983,4,1.8782864858889616,0.02906133011996371
476,-61.25,-2.5,1986,9,-0.45393949092862707,0.012224991652659226
5004,-61.0,-1.5,1990,1,0.31263839722039477,-0.5642420464156147
10606,-60.5,-1.75,2014,11,-0.9821401367790844,0.17022755265384373
15706,-60.0,-2.0,1997,11,-0.19209557858468457,1.6550630951768812
11224,-60.5,-1.25,1998,5,0.7100675142709667,-0.03909868528807007
13940,-60.25,-1.25,1986,9,-0.13262662415344828,-0.9616924335347887
2764,-61.25,-1.25,2007,5,-0.042470485816717654,-0.23712410547466026
1755,-61.25,-1.75,1991,4,1.6160414338861235,-0.4666393274471366
695,-61.25,-2.5,2004,12,0.348339826862081,0.24885283552111484
4337,-61.0,-2.0,2002,6,1.5833485516861523,-0.10498182613921037
14351,-60.0,-2.75,1986,12,0.46236377490308544,-0.8406003068658439
6273,-60.75,-2.5,1993,10,-0.1601046907877801,0.6019772794297114
8109,-60.75,-1.5,2010,10,-1.0514370128532566,0.9870615221658308
15778,-60.0,-2.0,2003,11,-0.8553800045681524,0.20422400532827165
8254,-60.75,-1.25,1988,11,0.48392503156871075,-0.6534579292865808
1525,-61.25,-2.0,2006,2,-0.11156679206144225,0.43218525295529403
7562,-60.75,-1.75,1999,3,-0.2346163824275922,-0.7581941589084948
6908,-60.75,-2.25,2012,9,-1.2811897524855707,1.486375934763831
1042,-61.25,-2.25,1999,11,-0.9852489691355234,0.9955319132929834
